Año,Kilómetros,Corolla Cross,Hilux SW4,RAV4,Diésel,Eléctrico,Híbrido,Nafta,Nafta/GNC,Automática,Manual,1,1.8,2.0,2.4,2.5,2.7,2.8,3.0,hibrido,Precio
2023,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,36000.0
2023,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,57224.88038277512
2013,136000,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,14500.0
2011,181000,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,24500.0
2022,500,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,57000.0
2015,135627,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,19300.0
2021,15000,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,33500.0
2017,166000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,34449.76076555024
2022,33000,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,30000.0
2012,144000,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,23923.44497607656
2018,83000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,38900.0
2018,120000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,34500.0
2024,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,34736.84210526316
2024,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,29747.36842105263
2024,1500,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,38000.0
2019,73000,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,39500.0
2018,89000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,38500.0
2013,136000,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,17500.0
2024,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,55980.861244019135
2022,74000,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,33492.822009569376
2023,4800,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,33900.0
2012,230000,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,13875.598086124402
2019,54000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,42000.0
2023,1600,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,33500.0
2023,60000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,53000.0
2015,127000,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,22000.0
2022,22000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,51674.64114832536
2024,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65000.0
2012,150000,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,13875.598086124402
2024,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,54225.64593301436
2022,8300,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,35000.0
2006,219000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,22900.0
2023,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,29747.36842105263
2024,992,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,33014.354066985645
2022,33500,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,30621.91387559809
2022,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,31849.76076555024
2019,49000,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,40000.0
2009,435000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,18500.0
2024,500,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,35500.0
2023,19000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,49750.0
2010,210000,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,12440.19138755981
2021,90000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,45000.0
2021,94000,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,37000.0
2008,250000,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,17900.0
2021,69000,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,26784.68899521531
2013,205000,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,23444.019138755983
2023,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,57320.57416267943
2016,250000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,32000.0
2009,302000,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,19500.0
2011,250000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,20000.0
2024,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,30794.258373205743
2024,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,38500.0
2023,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,30133.014354066985
1998,260000,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,12000.0
2017,145000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,34510.0
2016,105000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,34900.0
2018,122000,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,36500.0
2023,37500,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,32057.416267942583
2022,12500,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,33000.0
2023,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,35215.311004784686
2024,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,65000.0
2023,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,58900.0
2019,43000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,41900.0
2022,25000,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,30500.0
2023,6800,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,36000.0
2022,20000,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,30000.0
2023,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,57000.0
2019,129900,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,46794.25837320574
2021,70000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,41148.32535885168
2024,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,40191.387559808616
2023,9000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,55000.0
2019,70000,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,42000.0
2017,110000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,35500.0
2018,149000,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,29500.0
2023,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,55023.92344497608
2008,175000,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,13000.0
2020,56000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,43000.0
2023,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,77033.49282296651
2017,138000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,37320.57416267943
2013,185000,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,17500.0
2017,84000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,36000.0
2006,299000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,16900.0
2024,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,38500.0
2018,11111,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,38000.0
2012,240000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,22000.0
2022,34000,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,29900.0
2023,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,44708.13397129186
2022,34000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,48803.82775119617
2024,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,38000.0
2020,67500,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,47990.0
2024,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,34200.0
2017,181000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,31499.0
2011,226000,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,20000.0
2020,89990,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,40669.85645933014
2018,44000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,39990.0
2016,150000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,36000.0
2021,12037,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,29483.253588516745
2012,221700,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,26000.0
2009,190000,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,19900.0
2011,185000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,23000.0
2013,130000,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,18500.0
2023,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,62200.95693779904
2017,216000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,34000.0
2023,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,38000.0
2022,25000,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,29000.0
2022,4000,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,34800.0
2018,95000,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,32000.0
2024,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,37500.0
2023,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,31849.76076555024
2022,3400,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,35500.0
2021,44000,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,33900.0
2023,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,37320.57416267943
2021,40000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,44019.13875598087
2015,210000,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,25000.0
2018,71000,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,27500.0
2023,38000,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,34000.0
2023,6700,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,52000.0
2022,16873,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,45933.01435406699
2013,152000,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,16000.0
2022,49000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,47000.0
2022,18000,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,33500.0
2016,120000,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,31900.0
2023,1000,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,39500.0
2008,240000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,18000.0
2023,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,36555.02392344498
2024,500,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,34449.76076555024
2022,31000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,52631.57894736842
2021,28000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,59900.0
2024,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,29747.36842105263
2018,69000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,39900.0
2013,192000,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,23923.44497607656
2018,94999,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,37000.0
2018,93600,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,37800.0
2023,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,34449.76076555024
2021,45000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,48300.0
2018,106000,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,37000.0
2022,18000,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,52000.0
2022,45500,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,32000.0
2020,41000,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,37900.0
2012,147000,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,11952.143540669857
2023,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,61913.87559808613
2018,70000,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,37000.0
2023,1000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,56500.0
2019,75000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,42500.0
2019,35900,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,41626.79425837321
2017,130000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,35500.0
2023,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,31338.75598086124
2023,228,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,36500.0
2018,69421,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,28905.263157894737
2012,170000,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,13500.0
2021,81300,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,44880.382775119615
2018,107000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,36842.10526315789
2023,14000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,53900.0
2013,143000,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,24391.38755980861
2023,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,34000.0
2023,26000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,51674.64114832536
2021,51700,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,30526.315789473683
2018,80000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,38277.511961722485
2013,184000,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,22800.0
2023,1500,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,55000.0
2023,8200,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,49800.0
2011,193000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,22500.0
2023,5500,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,33000.0
2011,320000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,19043.06220095693
2018,119000,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,34258.37320574163
2024,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,36363.63636363636
2023,26000,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,32800.0
2020,65000,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,44000.0
2014,119700,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,19500.0
2023,10698,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,28660.28708133972
2023,10000,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,34928.22966507177
2023,7000,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,50000.0
2023,8000,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,36850.0
2023,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,30430.62200956938
2022,35000,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,28500.0
2011,174000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,24000.0
2023,5500,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,32057.416267942583
2022,74000,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,33014.35311004785
2024,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,70000.0
2017,16570,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,43400.0
2022,5500,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,30143.54066985646
